person_id,screen_name,name,tweet,intent,created_at,status_url
862235773545848832,goviral_v2,goviral,#Bahubali2 will be awesome,1,2017-06-15 15:51:42,https://twitter.com/goviral_v2/status/875380302129938433
2344007365,ootbdevk,DK, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:47:00,https://twitter.com/ootbdevk/status/875379121441751041
26104657,ReggieSinha,Reggie, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:40:05,https://twitter.com/ReggieSinha/status/875377377743974401
70933004,RetardedHurt,Dewang Ganatra, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:38:19,https://twitter.com/RetardedHurt/status/875376932938010625
15699750,samir_patil,gab.ai/samir_patil, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:33:00,https://twitter.com/samir_patil/status/875375594367729665
4637743512,its_King_1,Harry," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 15:30:17,https://twitter.com/its_King_1/status/875374910742319106
782128591,pratyus02241475,Pratyush, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:21:29,https://twitter.com/pratyus02241475/status/875372697739345920
1374222889,Ateendriyo,Aakash Raj Razdhan, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:21:05,https://twitter.com/Ateendriyo/status/875372595872276481
87629490,DivyaSoti,Divya Kumar Soti, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:19:53,https://twitter.com/DivyaSoti/status/875372293886816256
196490371,vagabondoc,निश्चेतना,All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:17:26,https://twitter.com/vagabondoc/status/875371680377524224
58073153,ramana_brf,Ramana,Then they will become Left. Do you know the most critical scene in #Bahubali2 ? The one where Mahendra declares goa… https://t.co/blxEDAFqF1,1,2017-06-15 15:16:48,https://twitter.com/ramana_brf/status/875371519248973824
4874234783,iamfannkt,Nishkarsh tiwari," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 15:14:09,https://twitter.com/iamfannkt/status/875370850849103872
2909038700,sheeraz_ally,Sheeraz Ally �," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 15:13:50,https://twitter.com/sheeraz_ally/status/875370770750468096
816548159941816320,munvar17,raj malhotra," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 14:59:37,https://twitter.com/munvar17/status/875367196079161344
2713504969,niru_9927,dr Nirupama misra,"#Bahubali2 completing 50days . with 2000cr in kitty ;still going strong..has shown what it takes to be  #dreamcometrue 
 Congo. #Bollywood",1,2017-06-15 14:59:30,https://twitter.com/niru_9927/status/875367166752702464
4590909027,canadawaale,CHAKKI CHUTIYA," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 14:57:44,https://twitter.com/canadawaale/status/875366721451905024
875365334559072256,BrittanyGroos,Buy Folloŵeřs :me," @RanaDaggubati https://t.co/JdQ6u3ZFqn

Pls watch this Sir... #Bahubali2 youngest and biggest fan...��",1,2017-06-15 14:57:41,https://twitter.com/BrittanyGroos/status/875366709661650944
874479673983594496,PrabhasFans7,Prabhas Fans,Celebrate 50 days of india's biggest blockbuster ever #Bahubali2 https://t.co/cJB0086SmL,1,2017-06-15 14:55:41,https://twitter.com/PrabhasFans7/status/875366206496272384
97973416,sadia_myvoice,sadiaA,He came he saw he conquered #Prabhas #Bahubali2 #saaho golden jubilee ❤️�❤️�,0,2017-06-15 14:53:15,https://twitter.com/sadia_myvoice/status/875365592383049728
820269523072905216,trustyboy1,REBELRAMS," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 14:47:46,https://twitter.com/trustyboy1/status/875364213711003649
723436963,shyamananth2,shyam ananth," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 14:47:31,https://twitter.com/shyamananth2/status/875364149772959745
714615082903142400,_Pragnik,Baahubali Pragnik, #Bahubali2  has completed over 50 days in over 100 screens at kearla thats really phenomenal ! https://t.co/O7M1EzsZCm,1,2017-06-15 14:38:40,https://twitter.com/_Pragnik/status/875361924833083392
3652816576,ARIFSARKER20,ARIF SARKER," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 14:36:47,https://twitter.com/ARIFSARKER20/status/875361450772103170
331731381,Sunspell_TJ,Rebel TJ ૐ�, wat eyes !!! not eyes...swords!!!���#wkkb #Bahubali2 all time favourite movie... for the 11th tym...#prabhas #darling #s…,1,2017-06-15 14:15:01,https://twitter.com/Sunspell_TJ/status/875355971865935872
3229545542,salonisingh222,जियो रे बाहुबली, wat eyes !!! not eyes...swords!!!���#wkkb #Bahubali2 all time favourite movie... for the 11th tym...#prabhas #darling #s…,1,2017-06-15 14:06:15,https://twitter.com/salonisingh222/status/875353766391721984
4725225317,AnSRKian,SRK," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 14:06:01,https://twitter.com/AnSRKian/status/875353705662382080
712973592372383748,JaamSaddam,Saddam jaan," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 14:05:11,https://twitter.com/JaamSaddam/status/875353497243398146
143719932,Phanny__18,PRABHAS, wat eyes !!! not eyes...swords!!!���#wkkb #Bahubali2 all time favourite movie... for the 11th tym...#prabhas #darling #s…,1,2017-06-15 14:05:01,https://twitter.com/Phanny__18/status/875353454499078144
726000147822321664,Kausalaya1724,SK BLOOD(KAUSALAYA), wat eyes !!! not eyes...swords!!!���#wkkb #Bahubali2 all time favourite movie... for the 11th tym...#prabhas #darling #s…,1,2017-06-15 14:04:30,https://twitter.com/Kausalaya1724/status/875353324567937024
3083198757,JyothsnaPrabhas,Jүoтнѕиα, wat eyes !!! not eyes...swords!!!���#wkkb #Bahubali2 all time favourite movie... for the 11th tym...#prabhas #darling #s…,1,2017-06-15 14:03:01,https://twitter.com/JyothsnaPrabhas/status/875352953036525569
999317138,prabhasrulz,praneeth, wat eyes !!! not eyes...swords!!!���#wkkb #Bahubali2 all time favourite movie... for the 11th tym...#prabhas #darling #s…,1,2017-06-15 13:58:16,https://twitter.com/prabhasrulz/status/875351754363330562
4858781658,VaishuRaja123,Suriya Sivakumar,wat eyes !!! not eyes...swords!!!���#wkkb #Bahubali2 all time favourite movie... for the 11th tym...#prabhas… https://t.co/aYu6Kop1hS,1,2017-06-15 13:55:33,https://twitter.com/VaishuRaja123/status/875351072243568641
784247499678621696,sreenushetty,Sreenu Setty," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 13:44:42,https://twitter.com/sreenushetty/status/875348342888423425
181183069,gsdbuddy,JagguBhai," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 13:43:18,https://twitter.com/gsdbuddy/status/875347987349684225
2208821293,eatdoubleroti,Double Roti,"#Throwback to when @RanaDaggubati couldn't get enough of the #AwesomenessBetweenBreads
#Bahubali #bahubali2 #tbt… https://t.co/zOdYiEboVg",1,2017-06-15 13:41:22,https://twitter.com/eatdoubleroti/status/875347502739841025
1055456340,pradeepkohli5,pradeep kohli," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 13:36:28,https://twitter.com/pradeepkohli5/status/875346270109532160
764030430760669184,ayan25381396,RAEES HAAJIR HAI," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 13:25:16,https://twitter.com/ayan25381396/status/875343450027282432
4860709626,SRKsMoshiur1,Moshiur Rahman(SRK)," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 13:19:09,https://twitter.com/SRKsMoshiur1/status/875341910897942529
278460175,chetanvyas94,Chetan vyas," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 13:18:49,https://twitter.com/chetanvyas94/status/875341829352308736
1870949864,iamSunil_G,Suŋıℓ," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 13:18:34,https://twitter.com/iamSunil_G/status/875341766781800448
4686621720,EmiratesBabu,SPL STATUS,#INDvBAN 265 to win ..who is winner #Tubelight #Bahubali2 #Spyder #DuvvadaJagannadham,0,2017-06-15 12:53:14,https://twitter.com/EmiratesBabu/status/875335390428708865
143718962,rajkumarmahanti,Raj," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 12:41:07,https://twitter.com/rajkumarmahanti/status/875332341224407040
753505142071320576,rafiqcherry27,Rafiqcherry27," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 12:27:23,https://twitter.com/rafiqcherry27/status/875328884937433088
863693183817011200,SurajSRKsFanNo1,Jab Harry Met Sejal," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 12:23:57,https://twitter.com/SurajSRKsFanNo1/status/875328021863043072
826133923696693250,Suryaprabhas6,Suryaprabhas, New 50days posters of #Bahubali2 https://t.co/cAl3OHHf5n,0,2017-06-15 12:10:29,https://twitter.com/Suryaprabhas6/status/875324631074222080
830013305884442624,vivek_srkian,VIVEK � SRKian," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 11:57:38,https://twitter.com/vivek_srkian/status/875321396553011200
343474323,KrishKrushik,krushik av, Sadhvi jayshreegiri also watch #Bahubali2 at Himalya mall with her sevak and japta party police. Crime branch start probe.…,1,2017-06-15 11:47:05,https://twitter.com/KrishKrushik/status/875318741394833409
790544199741345792,Iam__Irfan1,I R F A N," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 11:46:51,https://twitter.com/Iam__Irfan1/status/875318685002366976
3181284726,iamsrk_brk,SHAH RUKH KHAN.," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 11:46:06,https://twitter.com/iamsrk_brk/status/875318493884952576
1005684956,NeetuSRK,❤️SRK's Lover❤️," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 11:46:03,https://twitter.com/NeetuSRK/status/875318482304471040
833282215,MISS_TAKENN,♡PriSoner Of LoVe♡," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 11:45:50,https://twitter.com/MISS_TAKENN/status/875318427795177473
788324631417532417,movienews360,MovieNews360,Rumours Of #Bahubali2 Star #Prabhas Debuting In Bollywood Has Gone Over The Roof! #Movienews360… https://t.co/LvXdwmoVTs,0,2017-06-15 11:43:38,https://twitter.com/movienews360/status/875317874037936128
2476705543,Razique_srk,Razique Harry," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 11:35:26,https://twitter.com/Razique_srk/status/875315809912066048
806477110667657217,musfiq_musdhk,musfiq," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 11:24:49,https://twitter.com/musfiq_musdhk/status/875313137871761409
628067748,imaakashagarwal,Aakash Agarwal," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 11:23:47,https://twitter.com/imaakashagarwal/status/875312879817326592
4686621720,EmiratesBabu,SPL STATUS,@Fukkard BANGLA PLAYERS WATCHED #Baahubali2  LAST NIGHT .THAT POWER #Bahubali2�350 SURE,0,2017-06-15 11:17:17,https://twitter.com/EmiratesBabu/status/875311245125074948
2873494274,varunSrkian,iamvarun," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 11:14:02,https://twitter.com/varunSrkian/status/875310425050501120
722449467647983616,ChantiCognizant,CHANTI COGNIZANT," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 11:03:04,https://twitter.com/ChantiCognizant/status/875307666255499264
875303774377701376,Bhaysa1,Bhaysa,@kamaalrkhan Your good reviews for #HalfGirlfriend  &amp; bad reviews for #Bahubali2 showed who is chutya critic in the… https://t.co/fQ5hvkVAow,0,2017-06-15 10:59:36,https://twitter.com/Bhaysa1/status/875306790916947970
4652483119,Ayyappakumar10,Ayyappa Kumar,#Bahubali2  has completed over 50 days in over 100 screens at kearla thats really phenomenal ! https://t.co/O7M1EzsZCm,1,2017-06-15 10:54:33,https://twitter.com/Ayyappakumar10/status/875305520764145664
1718082852,iamBicko,BICKO," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 10:48:45,https://twitter.com/iamBicko/status/875304063017115648
4656906252,SRKParth,SHAH RUKH KHAN," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 10:21:54,https://twitter.com/SRKParth/status/875297304831459328
1349003635,Shu29jais,Shubham Jaiswal," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 10:05:57,https://twitter.com/Shu29jais/status/875293291427766272
1619647760,sanketSRKian,Sanket_SRKian��," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 10:04:51,https://twitter.com/sanketSRKian/status/875293014855495680
861074822197125121,Priyans88,Jab Piyu Met Shah ❤," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 10:01:01,https://twitter.com/Priyans88/status/875292051171966976
707746663188791297,MsvSaksham,Saksham verma," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 09:56:42,https://twitter.com/MsvSaksham/status/875290963777912833
2547128451,indianmoviebiz,Indian movie biz,"#Baahubali2 final collection
https://t.co/SwggORxQoZ
Blockbuster All time",1,2017-06-15 09:55:40,https://twitter.com/indianmoviebiz/status/875290703865069569
212919261,srathee123,Sachin.," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 09:50:39,https://twitter.com/srathee123/status/875289440381489153
2945189148,raazkrishna06,Baba Bihari," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 09:46:23,https://twitter.com/raazkrishna06/status/875288367843467265
2765560517,souravraj295,Harry❤Sejal," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 09:23:13,https://twitter.com/souravraj295/status/875282538343931904
849697537892143104,jitu_ss,Jitendra," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 09:18:11,https://twitter.com/jitu_ss/status/875281269373911040
2893469202,ItsSajidK1,Sajid," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 09:17:00,https://twitter.com/ItsSajidK1/status/875280971796549632
2884537519,Ravisrkian,Ravi.," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 09:16:30,https://twitter.com/Ravisrkian/status/875280847754022912
758963590774730752,imsukeshreddy,SukeshReddi," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 09:14:02,https://twitter.com/imsukeshreddy/status/875280226808340482
4694181408,HathiMustafa,Mustafa king," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 09:09:00,https://twitter.com/HathiMustafa/status/875278958681481216
3258527502,shanmukh_k_95,Shanmukh@NFAN," West Godavari district lo 

DHARMAJIGUDEM LO SHOWS YE VEYYALA AFTER 10 DAYS 

Banner undhi 50 days count chesaru::P

#Bahuba…",0,2017-06-15 09:04:32,https://twitter.com/shanmukh_k_95/status/875277834549198849
804068197800480768,RSubraveti,Ravikiran ane nenu�," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 09:01:29,https://twitter.com/RSubraveti/status/875277068891811840
1093459278,SRKIraqFC_CFC,♡ SRKIraqFC_CFC ♡," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 09:00:13,https://twitter.com/SRKIraqFC_CFC/status/875276749080334336
399929056,Unis100,unis," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 08:59:43,https://twitter.com/Unis100/status/875276621216792576
815894627077136384,anusneha9999,Anuradha, @RanaDaggubati @ssrajamouli @tamannaahspeaks @i_AnushkaShetty @Me_Prabhas @PrabhaBaahubali @nicepk4u @Prabhas_Team @imrebels…,0,2017-06-15 08:57:23,https://twitter.com/anusneha9999/status/875276035209797632
3222968786,Prabhas_Speaks,� s AA h o �," Art of @PrabhasRaju 

Share if u like
#Prabhas  #Bahubali2 #Art https://t.co/jVvr6iP7k4",0,2017-06-15 08:55:40,https://twitter.com/Prabhas_Speaks/status/875275603133345792
4512160108,hamoodsrk,Mohamed Srk," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 08:47:57,https://twitter.com/hamoodsrk/status/875273663213338624
4722981692,MushahidPantoj1,Jab hArrY mEt sEJal," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 08:45:06,https://twitter.com/MushahidPantoj1/status/875272946511523841
742053107702587392,SRKsGladiator_,SRKsGladiator," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 08:44:00,https://twitter.com/SRKsGladiator_/status/875272666076336129
3209342564,VaibhavVakhari1,�Akkian Vaibhav�," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 08:43:32,https://twitter.com/VaibhavVakhari1/status/875272551903232000
871618500082651137,Naatrk,Prabhu," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 08:41:27,https://twitter.com/Naatrk/status/875272027820539904
284019317,abdulsuleman,Ramcharan's Warriaor," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 08:38:57,https://twitter.com/abdulsuleman/status/875271396246433792
3182075646,_SRK4EVER_,SRK HATERS R DEVILS," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 08:38:05,https://twitter.com/_SRK4EVER_/status/875271179853901825
811474057942048768,Sathibabu3537,Sathibabu," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 08:35:40,https://twitter.com/Sathibabu3537/status/875270569490436096
