tweet,label,
 @taran_adarsh #Bahubali2 will be Storm at box office and the real tsunami will come when after two months #Tubelight will…,0,
 #Bahubali2 in UAE/GCC all the versions of the Film Hindi Telugu Tamil and Malayalam versions will release there with Ara…,0,
@Rajamass That's why piracy is being encouraged by middle class people #Bahubali2 #hiketicketprices,0,
#Bahubali2 #BahubaliTheConclusion #April28 First Day 5cr+ On Cards In Kerala @sri50 @Forumkeralam1 @KeralaBO1… https://t.co/KUiVznDukf,0,
"#BahubaliTheConclusion (Tamil) BOOKINGS OPEN. Book your tickets at @bookmyshow 

#Bahubali2 from APRIL 28 https://t.co/conkbfDWTR",0,
" @FilmyCurry #ContestAlert #Bahubali2WithFC #FilmyCurry #Bahubali2 

A1) 28th April,2017
A2) S.S. RAJAMOULI
Join
@NehaDevj…",0,
"@Mirchi9 @greatindiafilms @BaahubaliMovie @ssrajamouli @ssk1122 52 cr INR
8.2 million dollars 

#Bahubali2 #Mirchi9Win1000",0,
When will the bookings open for #Bahubali2? @sathyam_cinemas,1,
#Bahubali2 50 plus theatres have even 6am plus shows for the film at kearla and its confirmed already,1,
"@CatchNews @BaahubaliMovie @SpiceSocial1 Ans 1) 10 july, 2015
#Bahubali2 #superexcited https://t.co/3OO5YRKtnJ",0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/9JYmAtL7qd,0,
"which movie r u Waiting For ???

#Sahoo #Spyder #Bahubali2 @urstrulyMahesh @PrabhasRaju",0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/oIwzloPfH2,0,
 Book #Bahubali2 tickets at @TicketNew . Book here: https://t.co/hFLGqgA47w #Bahubali2 advance #Bahubali2 #Bahubali2 USA #mov…,1,
"Head over to our friends at @JioMusicHD to win #Bahubali2 merchandise.
https://t.co/brbOh8e9Zi",0,
"Vote #Bahubali2 spread max
#bahubali #BahubaliTheConclusion #prabhas #Prabhas19 #tollywood #bahubaliINkarnataka… https://t.co/iw70a9q7qY",0,
@JioMusicHD @ssrajamouli @karanjohar @Shobu_ @tamannaahspeaks @BaahubaliMovie @manojmuntashir @LahariMusic RT DONE  #Bahubali2,0,
which Tamil movie r u looking forward to the most.. #Thalapathy61 #IPL2017 #Vivegam #RCBvKKR #Bahubali2 #TSK,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/TuZqryVjPY,0,
"King of box office ??
#Vivegam #Vivegamteaser #Thalapathy61 #thalapathy62 #2point0 #Ajith #Vijay #Mahesh24 #Spyder #SuchiLeaks #Bahubali2",0,
I liked a @YouTube video https://t.co/RFkdo6HEC5 @BAHUBALI2@ TRAILER 2017 %prabash% S S RAJAMOLI FILM,0,
 #Ongole Gorantla multiplex getting ready for the opening.... #Bahubali2 will be the first film to be screened here.... htt…,0,
" #Vizag_Gajuwaka

#PrabhasAnnaya #Bahubali2 craze https://t.co/zajK31kchi",0,
"Yes @dalermehndi paji..
The awesome song ever..
Much Awaited Movie. .
Special fully Exciting 
@mmkeeravaani 
#Bahubali2",0,
"@Wave_Cinemas 100000 lakh soldiers 
#Bahubali2",0,
 goose bumps #Bahubali2 https://t.co/6ndpU8dfhF @ssrajamouli,1,
#Bahubali2 fever? @kamaalrkhan � #MasalaCommentary https://t.co/zFBaAFzF5F https://t.co/YZrKepRJQb,0,
"#Bahubali2 NIZAM Area 5 Show's Permission Granted
Well done @Shobu_ &amp; Prasad garu
@MSKumar143",1,
@JioMusicHD @BuzzingTracks @BaahubaliMovie @Baahubali2017 @MeRajeevDarling @Tarek_Fatah_FC @RanaDaggubati_… https://t.co/bwl9qkVD20,0,
" Vote #Bahubali2 spread max
#bahubali #BahubaliTheConclusion #prabhas #Prabhas19 #tollywood #bahubaliINkarnataka #Keral…",0,
"@FilmyCurry @contestmantra @india4contests A1) 28th APRIL,2017 #ContestAlert #Bahubali2WithFC #FilmyCurry #Bahubali2",0,
"My Predictions For #Bahubali2 (All Language) Are
60-65Cr (Gross)1st Day
250-275Cr (Nett) Week
400-430Cr (Nett) Lifetime
800Cr+ Worldwide",1,
@taran_adarsh All are saving their money time and energy to welcome #Bahubali2,1,
" World 's first review of #BahuBali2 exclusive on https://t.co/3dyPYuJ1Mi by @itsCriticBrain , stay tuned",0,
 @Baahubali2017 Hey checkout my #Bahubali2 funny video. Open this tweet &amp,0,
" #Bahubali2 Rumors : 
Why Kattapa killed bahubali ??

Kattapa is twin and the twin kattapa faked the real kattappa betra…",1,
"@telugufilmnagar Watch my daughter Charishma's Hamsa Naava cover song of Bahubali2
https://t.co/WIEdg6h14m",0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/BFo0Mnaxjj,0,
 Who is More craze in India #Mahesh23  #SPYderFirstLook #Pawan #KatamaRayudu #JaiLavakusa #Bahubali2 #Sahoo #IPL2017,0,
" #sathyaraj speech deliverd as memes #bahubali &amp; #Bahubali2 diff

#superstar #Rajinikanth #KamalHaasan #Ilayathalapathy…",0,
@ssrajamouli advance congrats bahubali2 for amarashilpi jakkanna live long and next film on krishna devaraya epic,1,
This is one movie I don't wanna miss. Best wishes for a spectacular opening !  @ssrajamouli @Shobu_ @karanjohar… https://t.co/MC9Q8zeWB5,1,
5 shows Permission granted for #Bahubali2 in TS too.Minister Talasani Srinivas yadav gave nod to Producers request.� #4DaysToBaahubali2,0,
" #BahubaliTheConclusion (Tamil) BOOKINGS OPEN. Book your tickets at @bookmyshow 

#Bahubali2 from APRIL 28 https://t.co/conkb…",0,
@bookmyshow  pls clarify why its showing green colour when tkts were sold out  ?? #Bahubali2 https://t.co/N8rCse9GMj,1,
" Best Tollywood Actor ��
(2/2)

#Spyder #pk25 #ntr27 #Bahubali2 #JaiLavakusa #2Point0 #Mahesh23 #Bahubali #DJ23rdJune #duvva…",0,
" This is Sooo Cool ��
#Bahubali2 ka Fever is Actually High in Pune https://t.co/gJei1wkDAv",1,
Leave application ��� #Bahubali2 https://t.co/cI0nOVhqqp,1,
Shankar sir about Rajamouli sir  �� Two superstar directors of Indian cinema industry #Bahubali2 https://t.co/cqj7hG9Jvv,0,
"Excited to see #Bahubali2 Coming Friday MeanWhile Poster Design by Me 
@ssrajamouli #TamannaahBhatia #Anushka… https://t.co/jbYlitbln4",1,
@_PVRCinemas can we have few @PVRIMAX shows of #bahubali first part in #Hindi before #Bahubali2 in #bangalore please @DharmaMovies,0,
#Bahubali2  first 3 days at a big well known single screen is just phenomenal at kearla,1,
 5 shows Permission granted for #Bahubali2 in TS too.Minister Talasani Srinivas yadav gave nod to Producers request.� #4DaysT…,1,
 AP govt given permission for 6 shows per day in AP for #Bahubali2.GPSK ki idi ivvaledu.2 mins silence 4 who cried on gp…,0,
All Set for 4:00 AM Benifit show in Urvashi Theater Bangalore #Bahubali2,1,
5 Shows For 3 Days Or Week !? #Bahubali2 https://t.co/UPqV8klYY5,0,
"#Bahubali part 1 has some sold out shows this Monday in chennai, this is just insane,speaks about the level of excitement for #Bahubali2",1,
GoodNews From AP Govt. Not For Telangana | Daily 6 Shows For Bahubali2 I... https://t.co/KPJxkVrK4v via @YouTube,0,
" Watch -- https://t.co/HvVCjWKFqE

#baahubali2 #Bahubali2 #ranadaggubati #Prabhas #Saaho #Telangana #Spyder #JaiLavakusa #PSP…",0,
@TandonRaveena @AAFilmsIndia We all are waiting Bahubali2,1,
#kattappa #Bahubali2 hahaha what a leave application :-) https://t.co/5g1uNFPrae,1,
"Cuteness overloaded..���
#AnushkaShetty #Sweety #Bahubali2 � https://t.co/TEDInO54X9",0,
 which Tamil movie r u looking forward to the most.. #Thalapathy61 #IPL2017 #Vivegam #RCBvKKR #Bahubali2 #TSK,0,
"#Bahubali2 from April 28 
@ssrajamouli @arkamediaworks @Me_Prabhas @Anushka_ASF @RanaDaggubati @tamannaahspeaks… https://t.co/VHDUO2avli",0,
 Retweet this if you will watch First Day First Show of #Bahubali2 @ssrajamouli https://t.co/UZZlrAJ93Q,1,
"Top 5 theatrical rights! 

#2.O - 60Cr
#Thalapathy61 - 52Cr 
#Vivegam - 48Cr
#Bahubali2 - 46Cr 
#TSK - 40Cr
#Velaikaran - 38Cr",0,
"Kurnool city 
#Bahubali2  
Day1 Estimated 
Gross 75 to 80 lakhs 
1st Week 2cr+++
Never Before 
#LeaderOfIndianFilmHistory 
#SSrajamouli ���",0,
"Have you pre-booked your Bahubali tickets? #Bahubali2 #BahubaliTheConclusion 
#Bahubali https://t.co/vVwQnPKFlx",1,
#Bahubali2 @ NIZAM Area 5 Show's Permission Granted,0,
@_PVRCinemas #Bahubali2 undoubtedly..,1,
" Kids are Excited for Bahubali2
Real Men are waiting For Prabhas 19
#Saaho",0,
"@Manikanta9999 
#Bahubali2 Tickets Book chesukunnava ani?",0,
"https://t.co/958GeTiLPQ

Some unasked questions in BAHUBALI....!!!!

#Saaho  #Bahubali2  #BahubaliTheConclusion  #Bahubali2TheConclusion",1,
 @JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes @SSRa…,0,
 Official #Baahubali merchandise loved by the movie team. Buy here --&gt,0,
 Kfcc president Sa Ra Govindu speaks to protesters on #Bahubali2 Release in Karnataka #chitraloka @ssrajamouli https://t.co/…,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/N3FMquPqdg,0,
great shot....#BAHUBALI2 #MSK #ANTENNA https://t.co/GxejfntF2U,0,
" Q.2 unlocked! �
Hurry, Answer and don't forget to keep listening to #Bahubali2 on #JioMusic to win! https://t.co/iHK8Jb67xV",0,
" #Bahubali2 craze reaches hight at #Kerala 

Never scence this much of mass for a #movie other than #malayalam actor mov…",1,
" #ContestAlert #Bahubali2WithFC win movie tickets #contest is now live on #FilmyCurry. #Bahubali2 
Click to see Q1 https://t…",0,
Kattappa killed bahubali because he supported karnataka in Kaveri water issue. #Bahubali2 #BahubaliTheConclusion,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/hzd6MP9mHI,0,
" Yes @dalermehndi paji..
The awesome song ever..
Much Awaited Movie. .
Special fully Exciting 
@mmkeeravaani 
#Bahubali2",1,
No @ssrajamouli  no #Bahubali2 lol sme Kids syng #Prabhas  national star india famous   bimavaram bulodu � via… https://t.co/a9VqHC9x3j,0,
" #Heroine Gets Connected With #Prabhas

https://t.co/5ljzkTusCG

Plz Follow-&gt;@PhotoNews26

#PrabhasUpdates #Bahubali2 #Saah…",0,
 Can't wait for 28th April. #Bahubali2 https://t.co/mZ04bxnMjc,1,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/RBgtCSj38o,0,
#Bahubali2 will be screened five shows daily in all theatres across #Telangana @NewIndianXpress,1,
#KKRvRCB #Bahubali2 #NationalAnthem #RabindranathTagore #KapilSharma does arrogant sourab ganguli deserve kick for critizing ma dhoni?,0,
"Vote #Thalapathy61 #2point0 #2PointO #Vivegam #Bahubali2 and spread 

#jilla #sivakasi #vijay #Vijay61 #thala… https://t.co/UqbMxfhuWx",0,
"Book Bahubali 2 Movie Tickets Online
@ssrajamouli @PrabhasRaju @RanaDaggubati @tamannaahspeaks @_anushkashetty… https://t.co/9Zg0TuETor",0,
 Ur eagerly looking for?#2point0 #Thalapathy61 #Vivegam  #Vijay61 #superstar #Rajinikanth #thala #Ajith  #Vijay62 #Bahu…,0,
@kamaalrkhan The whole 50ps bollywood is waiting for 2rs fellow Visual wonder #Bahubali2 ��,0,
#Spyder A news for #Prabhas19Title as saaho nic tittle #Bahubali2 https://t.co/yKJEFej5eW,0,
"#GoodNews fr #Karnataka people, #Bahubali2 All Set To Release #State Theater @ssrajamouli #prabhas #AnushkaShetty 

https://t.co/08AFYzBEYT",1,
"Prabhas's #Saaho : Teaser from April 28 along with #Bahubali2  

Trilingual - Tamil, Telugu, Hindi. https://t.co/WR3S5f1VeS",1,
"On 28 April morning....

The people will be devided into two...

1. The ones already watched #Bahubali2
2. The ones yet to watch #bahubali2",1,
"@ssrajamouli @RanaDaggubati @tamannaahspeaks 
#Bahubali2 #BahubaliTheConclusion 

Gurukul school art student  mumba… https://t.co/yRQrmaLq3C",0,
#bahubali2 lo rana wife https://t.co/nrf1S2iDVG,0,
 Check my funny video for team @BaahubaliMovie RT if you like my effort. � https://t.co/FJa36v2iMm Will watch #Bahubali2 Day…,0,
" Vote #2point0 - 38% 
#Thalapathy61 - 35%
Vote and share
#Vijay61 #Ilayathalapathy #Vijay #Rajinikanth #thala #Vivegam…",0,
Epic #Bahubali2 https://t.co/fiNKwmYNgD,0,
" Don't miss #Baahubali2 behind the scene pictures.
https://t.co/w3Ijr1bNiK

#Baahubali #BaahubaliTheConclusion #Bahubali2…",1,
#Bahubali2 Press Meet photos,1,
Bahubali- 2 clip leaked! Exclusive video!!! #Bahubali2 #telugu https://t.co/a0CCQtLeu6,0,
still Four days  .. #Bahubali2 @ssrajamouli �#prabhas ❤️❤️�,1,
#Bahubali2 high time that this has a child eligible rating many kids to teenagers  want to watch it at overseas,0,
 Mass booking for #Bahubali2 @ Kerala... Expecting record breaking opening from Kerala.. 15 crore advance from Kerala The…,1,
Revealed #Firstlook of #Prabhas next #Saaho post the release of  #BahubaliTheConclusion. Trailer attached with… https://t.co/T9EQtNiZQz,0,
 Living life king size as #Bahubali aka #Prabhas.. #Bahubali2 #SahoReBaahubali https://t.co/KVtL30Z6H3,0,
"As I walked into #Oppo's #Bahubali2 media launch, 
@kubrasait (points at me): Hey, I want a bite of you! 
(I froze)
Kubra: Byte with you.",0,
"@FilmyCurry Join Friends #Bahubali2WithFC #FilmyCurry #Bahubali2
@SushmaBindu @chinnigd @aanchalsweet92… https://t.co/zWR9JR5TCQ",1,
"After the magnum opus #Bahubali franchise, South superstar @Me_Prabhas is all set for #Saaho!  
Watch its teaser wi… https://t.co/vBIJligli7",1,
Wouldn't it be a dream come true to be a part of the Prelaunch of Bahubali2? You can experience it with us now! #OPPOxBaahubali.,0,
"#SPYderMassiveWorkingStills
Waiting for teaser 
More the Bahubali2 movie https://t.co/SYHLmEx26x",1,
"Watch -- https://t.co/sm5jG7Rn2q

#RC11 #ramcharan #Sukumar #Samantha #PSPK25 #baahubali2 #Bahubali2 #JaiLavakusa… https://t.co/wZ3YLP2OLb",0,
"@cinestaanfilmco @BBFC rated 15 for #Bahubali2 Hindi .Please make few cuts and get 12A ,family eagerly waiting masterpiece of @ssrajamouli",1,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/bQnJ3L7iei,0,
"#Bahubali2
Day1 #kkd city above 90+ lks 
Day1 ee top10 lo untadi ��
Juz #SSR things ��",0,
#Bahubali2 NIZAM Area 5 Show's Permission Granted,0,
"@sujeethsign with #Bahubali2 movie
what a treat for all of us����",1,
"Another view of ""Athirappilly Falls"" aka #Baahubali falls &amp; the valley; beautiful #nature, #beautiful #Kerala.… https://t.co/fJhtA7tHLa",0,
 Indian box office history will be re-written on this Friday..A biggest ever day 1 collection is on cards (in All Langu…,1,
" #Bahubali2 this year #Robot2 Next year. Hattss off to the producer of Robot2 
They never think like #Bollywood.
#South…",0,
"Would like to see #Bahubali2 as India's first 1000 cr movie
Pride of TFI

Best wishes from #Spyder fans",1,
#Bahubali2 releases this Friday. Which means I'll have to find out if there are any showings around me. I can't wait to watch it!,1,
" So if you want to pre-book Bahubali 2 tickets for IMAX Noida, PVR is only asking for Rs 1,500 per ticket #robbery #Bahubali2",0,
" #BahubaliTheConclusion (Tamil) BOOKINGS OPEN. Book your tickets at @justickets 

#Bahubali2 from APRIL 28 https://t.co…",0,
" Becoming Hotter Day by Day
#Bahubali2  #Bahubali  #BahubaliTheConclusion https://t.co/kVuFbND5By",1,
 Easily it would be 1 of the best installs n chennai!Await until #Bahubali2 to get to experience world class Atmos upgr…,1,
" Prabhas's #Saaho : Teaser from April 28 along with #Bahubali2  

Trilingual - Tamil, Telugu, Hindi. https://t.co/eeM56alQ…",0,
#Bahubali2 @ssrajamouli Be united!! Don't release any south Indian movie in Karnataka. Protest will automatically stop..,0,
"#Bahubali2 From April 28
@ssrajamouli @arkamediaworks @KProductionsInd @srigreen_pro @ThenandalFilms… https://t.co/JlJMOQ5UGw",0,
#Bahubali2  the hindi version is the biggest version release at ireland over 18 locations https://t.co/V2LU3o63AD,0,
" #Bahubali2 is expected to get a opening of 5cr+ in #KeralaBoxoffice
Releasing in 315+ screens! 
Unbelievable Crazeness for t…",1,
Records started #Bahubali2 .... https://t.co/aHhXg2gKgs,0,
Exclusive Pics from #Bahubali2 press meet which is going on at #Kochi @tamannaahspeaks @gumediacompany… https://t.co/jPsrr2Fpok,0,
"Vote #Thalapathy61 
Share poll max

#Ilayathalapathy #vijay #Vijay61 #Bahubali2 #BahubaliTheConclusion #Spyder… https://t.co/gmXVrlejR4",0,
" #Bahubali2 film unit met #Telangana Govt asking to give spl permission for screening of the movie, got permission for 5…",0,
"#Bahubali2 is expected to get a opening of 5cr+ in #KeralaBoxoffice
Releasing in 315+ screens! 
Unbelievable Crazeness for tickets!",1,
" Watch - https://t.co/aONot6SB8O

#duvvadajagannadham #AlluArjun #dj #ramcharan #PSPK25 #baahubali2 #Bahubali2 #JaiLavakusa #…",0,
 #Bahubali2 expect record collections of all to be rewritten and the film is said to take a ALL TIME PHENOMENAL VERY HUG…,1,
Who is biggest star in India #Vivegam #Thalapathy61 #AjithKumar #Spyder #Mahesh23FLDay  #Thala58 #Pawan #KatamaRayudu #Bahubali2 #Saaho,0,
@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/ATyrXWKp45,1,
" Kurnool city 
#Bahubali2  
Day1 Estimated 
Gross 75 to 80 lakhs 
1st Week 2cr+++
Never Before 
#LeaderOfIndianFilmHistory…",0,
"1350 votes
#2point0 - 36%
#Thalapathy61 -35%
#Vivegam -20%
#Bahubali2 -9%

Make it big
#Rajinikanth #vijay #Vijay61… https://t.co/5sFHUDto88",0,
"finally got #Bahubali2 tickets ����
�️�️�️�️ #BahubaliTheConclusion",1,
"Watch -- https://t.co/Sw4M2IEFKP

#Prabhas19 #Saaho #Prabhas #PrabhasSaaho #baahubali2 #Bahubali2 #SaahoreBaahubali… https://t.co/jS9NPLnIux",0,
"Last 30mins #Thalapathy61 need 150 votes spread max 
#Vijay61 #Vijay #Bahubali2 #maheshbabu #Spyder… https://t.co/223zGFKPRJ",0,
" #Baahubali2 release date posters 

#BaahubaliTheConclusion #Bahubali2 #BahubaliTheConclusion #SSrajamouli https://t.co/mYR2ox…",1,
"Watch -- https://t.co/BYbY70DK37

#baahubali2 #Bahubali2 #Prabhas #ranadaggubati #Saaho #Prabhas19 #JaiLavakusa… https://t.co/1xgDeCSNnA",0,
 How did @ssrajamouli even think of the 'elephant lifting bow' scene? #stunned #Bahubali2 #elephantcarriesbow,1,
Are you ready to watch #Bahubali2 as the greatest mystery unfolds?Book tickets at #Palazzo &amp,1,
"Vote #2point0 - 38% 
#Thalapathy61 - 35%
Vote and share
#Vijay61 #Ilayathalapathy #Vijay #Rajinikanth #thala… https://t.co/G0DXbfpzOR",0,
"#Bahubali2 Rumors : 
Why Kattapa killed bahubali ??

Kattapa is twin and the twin kattapa faked the real kattappa betrayed n killed bahubali",0,
" #Bahubali2 Dubai promotional tour event on 25th at 7:30 pm at Roxy Cinemas, City
https://t.co/Ncw8zYujCc
@ssrajamouli…",0,
 #Bahubali2 will be screened five shows daily in all theatres across #Telangana @NewIndianXpress,0,
